Country,Headquarters,Industry,CEO,Website,Company Type,Ticker,Revenues ($M),Profits ($M),Market Value ($M),Employees,Assets ($M),Total Stockholder Equity ($M),Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2018),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2019),Total Return to Investors (5 year annualized),Total Return to Investors (10 year annualized)
U.S.,Allentown Pa.,Oil and Gas Equipment Services,Charles M. Nifong Jr.,https://www.crossamericapartners.com,Public,CAPL,2071.4,18.1,298.4,548,905.3,78.4,0.9,2.0,23.1,0.51,363.6,0.0,0.0,44.3,-5.5,0.0
U.S.,Rolling Meadows Ill.,Engineering Construction,Richard S. Swartz,https://www.myrgroup.com,Public,MYRG,2071.2,37.7,436.2,7100,1007.9,364.5,1.8,3.7,10.3,2.26,20.9,6.0,10.5,15.7,3.5,6.1
U.S.,Carlsbad Calif.,Network and Other Communications Equipment,Mark D. Dankberg,https://www.viasat.com,Public,VSAT,2068.3,-67.6,2231.7,5600,3915.3,1907.7,-3.3,-1.7,-3.5,-1.13,0.0,0.0,0.0,24.2,3.0,8.7
U.S.,Pittsburgh Pa.,Food & Drug Stores,Kenneth A. Martindale,https://www.gnc.com,Public,GNC,2068.2,-35.1,39.6,8400,1650.6,4.1,-1.7,-2.1,-849.8,-0.64,-179.0,0.0,0.0,13.9,-42.8,0.0
U.S.,Houston Texas,Mining Crude-Oil Production,Dan O. Dinges,https://www.cabotog.com,Public,COG,2066.3,681.1,6851.5,547,4487.2,2151.5,33.0,15.2,31.7,1.63,31.5,45.5,16.5,-20.7,-9.3,5.4
U.S.,Watertown Mass.,Education,Stephen H. Kramer,https://www.brighthorizons.com,Public,BFAM,2062.0,180.4,5936.4,33800,3330.4,971.3,8.7,5.4,18.6,3.05,14.7,23.3,0.0,34.8,26.2,0.0
U.S.,Anoka Minn.,Miscellaneous,Christopher T. Metz,https://www.vistaoutdoor.com,Public,VSTO,2058.5,-648.4,509.3,5200,1738.0,609.0,-31.5,-37.3,-106.5,-11.27,0.0,0.0,0.0,-34.1,0.0,0.0
U.S.,Hollywood Fla.,Aerospace & Defense,Laurans A. Mendelson,https://www.heico.com,Public,HEI,2055.6,327.9,9184.7,5900,2969.2,1666.5,16.0,11.0,19.7,2.39,25.8,21.0,21.3,47.5,30.1,29.5
U.S.,Parsippany N.J.,Hotels Casinos Resorts,Geoffrey A. Ballotti,https://www.wyndhamhotels.com,Public,WH,2053.0,157.0,2933.8,14200,4533.0,1212.0,7.6,3.5,13.0,1.62,0.0,0.0,0.0,41.4,0.0,0.0
U.S.,Detroit Mich.,Commercial Banks,Craig R. Dahl,https://www.tcfbank.com,Public,TCF,2052.8,295.5,3451.2,7732,46651.6,5707.0,14.4,0.6,5.2,2.55,-25.7,6.5,9.2,32.2,11.8,10.5
U.S.,Duluth Ga.,Insurance: Life Health (stock),Glenn J. Williams,https://www.primerica.com,Public,PRI,2052.5,366.4,3637.2,2502,13688.5,1652.5,17.9,2.7,22.2,8.62,17.6,21.2,0.0,35.1,20.5,0.0
U.S.,Midland Texas,Oil and Gas Equipment Services,Phillip A. Gobe,https://www.propetroservices.com,Public,PUMP,2052.3,163.0,251.5,1579,1436.1,969.3,7.9,11.4,16.8,1.57,-21.5,0.0,0.0,-8.7,0.0,0.0
U.S.,Houston Texas,Oil and Gas Equipment Services,Roderick A. Larson,https://www.oceaneering.com,Public,OII,2048.1,-348.4,291.8,9100,2740.7,1069.3,-17.0,-12.7,-32.6,-3.52,0.0,0.0,0.0,23.2,-22.9,-5.3
U.S.,Atlanta Ga.,Specialty Retailers: Other,Thomas V. Taylor,https://www.flooranddecor.com,Public,FND,2045.5,150.6,3282.4,6336,2324.3,764.3,7.4,6.5,19.7,1.44,29.7,0.0,0.0,96.2,0.0,0.0
U.S.,Dallas Texas,Automotive Retailing Services,A. Jayson Adair,https://www.copart.com,Public,CPRT,2042.0,591.7,16013.5,7327,2547.6,1778.4,29.0,23.2,33.3,2.46,42.2,29.3,19.6,90.3,37.9,25.8
U.S.,Fort Myers Fla.,Specialty Retailers: Apparel,Molly Langenstein,https://www.chicosfas.com,Public,CHS,2037.9,-12.8,155.2,10944,1542.7,530.1,-0.6,-0.8,-2.4,-0.11,-139.3,0.0,0.0,-26.0,-21.9,-9.7
U.S.,Basking Ridge N.J.,Specialty Retailers: Other,Michael P. Huseby,https://www.bned.com,Public,BNED,2034.6,-24.4,65.7,12400,946.2,450.6,-1.2,-2.6,-5.4,-0.52,0.0,0.0,0.0,6.5,0.0,0.0
U.S.,Westminster Colo.,Aerospace & Defense,Daniel L. Jablonsky,https://www.maxar.com,Public,MAXR,2033.0,109.0,642.3,5800,5157.0,761.0,5.4,2.1,14.3,1.81,0.0,0.0,0.0,31.8,-26.6,-7.4
U.S.,New York N.Y.,Securities,Ralph L. Schlosstein/John S. Weinberg,https://www.evercore.com,Public,EVR,2028.8,297.4,1871.9,1900,2598.6,869.7,14.7,11.4,34.2,6.89,-17.3,27.1,0.0,7.3,9.8,11.9
U.S.,Goleta Calif.,Apparel,David Powers,https://www.deckers.com,Public,DECK,2020.4,264.3,3750.3,3500,1427.2,1045.1,13.1,18.5,25.3,8.84,146.9,0.0,24.5,32.0,13.2,17.4
U.S.,Columbus Ohio,Specialty Retailers: Apparel,Timothy G. Baxter,https://www.express.com,Public,EXPR,2019.2,-164.4,95.2,9160,1790.7,406.3,-8.1,-9.2,-40.5,-2.49,-2015.4,0.0,0.0,-4.7,-19.8,0.0
U.S.,Matawan N.J.,Homebuilders,Ara K. Hovnanian,https://www.khov.com,Public,HOV,2016.9,-42.1,50.5,1868,1881.4,-490.5,-2.1,-2.2,0.0,-7.06,-1041.3,0.0,0.0,22.1,-27.4,-14.2
U.S.,Los Angeles Calif.,Equipment Leasing,John L. Plueger,https://www.airleasecorp.com,Public,AL,2016.9,587.1,2515.9,117,21709.2,5623.5,29.1,2.7,10.4,5.09,10.7,16.4,0.0,59.4,7.6,0.0
U.S.,Atlanta Ga.,Diversified Outsourcing Services,Gary W. Rollins,https://www.rollins.com,Public,ROL,2015.5,203.3,11845.9,14952,1744.4,815.8,10.1,11.7,24.9,0.62,-12.7,8.0,9.5,-6.9,19.3,21.1
U.S.,Boca Raton Fla.,Real estate,Jeffrey A. Stoops,https://www.sbasite.com,Public,SBAC,2014.6,147.0,30217.6,1475,9759.9,-3667.0,7.3,1.5,0.0,1.28,212.2,0.0,0.0,49.3,16.9,21.6
U.S.,Shoreview Minn.,Publishing Printing,Barry C. McCarthy,https://www.deluxe.com,Public,DLX,2008.7,-199.9,1093.9,6352,1943.3,570.9,-10.0,-10.3,-35.0,-4.65,-247.2,0.0,0.0,33.4,-2.4,16.1
U.S.,Coppell Texas,Diversified Financials,Jay Bray,https://mrcoopergroup.com,Public,COOP,2007.0,274.0,674.1,9100,18305.0,2232.0,13.7,1.5,12.3,2.95,0.0,0.0,0.0,7.2,-12.6,0.0
U.S.,Bonita Springs Fla.,Equipment Leasing,Lawrence H. Silber,https://www.hercrentals.com,Public,HRI,1999.0,47.5,590.5,5100,3817.0,644.3,2.4,1.2,7.4,1.63,-31.8,0.0,0.0,88.3,0.0,0.0
U.S.,Irvine Calif.,Real estate,Thomas M. Herzog,https://www.hcpi.com,Public,PEAK,1997.4,45.5,12059.3,204,14032.9,6085.1,2.3,0.3,0.7,0.09,-96.0,-46.2,-13.9,29.1,2.5,7.8
U.S.,Charlotte N.C.,Industrial Machinery,Marcus G. Michael,https://www.spxflow.com,Public,FLOW,1996.3,-95.1,1211.8,5000,2437.4,862.4,-4.8,-3.9,-11.0,-2.23,-316.5,0.0,0.0,60.7,0.0,0.0
U.S.,Denver Colo.,Oil and Gas Equipment Services,Christopher A. Wright,https://www.libertyfrac.com,Public,LBRT,1990.3,39.0,302.8,2571,1283.4,554.8,2.0,3.0,7.0,0.53,-70.7,0.0,0.0,-12.8,0.0,0.0
