Country,Headquarters,Industry,CEO,Website,Company Type,Ticker,Revenues ($M),Profits ($M),Market Value ($M),Employees,Assets ($M),Total Stockholder Equity ($M),Profit as % of Revenues,Profits as % of Assets,Profits as % of Stockholder Equity,Earnings Per Share ($),EPS % Change (from 2018),EPS % Change (5 year annual rate),EPS % Change (10 year annual rate),Total Return to Investors (2019),Total Return to Investors (5 year annualized),Total Return to Investors (10 year annualized)
U.S.,Los Angeles Calif.,Real estate,Robert E. Sulentic,https://www.cbre.com,Public,CBRE,23894.1,1282.4,12625.0,100000,16197.2,6232.7,5.4,7.9,20.6,3.77,21.6,21.1,41.2,53.1,12.3,16.3
U.S.,Houston Texas,Oil and Gas Equipment Services,Lorenzo Simonelli,https://www.bakerhughes.com,Public,BKR,23838.0,128.0,10827.3,68000,53369.0,21929.0,0.5,0.2,0.6,0.23,-48.9,0.0,0.0,23.1,-5.8,0.9
U.S.,Fremont Calif.,Wholesalers: Electronics and Office Equipment,Dennis Polk,https://www.synnex.com,Public,SNX,23757.3,500.7,3718.9,240900,11698.0,3788.5,2.1,4.3,13.2,9.74,35.5,16.3,13.7,62.0,11.8,16.1
U.S.,Chesapeake Va.,Specialty Retailers: Other,Michael A. Witynski,https://www.dollartree.com,Public,DLTR,23610.8,827.0,17398.5,125000,19574.6,6254.8,3.5,4.2,13.2,3.47,0.0,3.7,11.3,4.1,6.0,19.3
U.S.,Columbus Ind.,Industrial Machinery,N. Thomas Linebarger,https://www.cummins.com,Public,CMI,23571.0,2260.0,20043.9,61615,19737.0,7507.0,9.6,11.5,30.1,14.48,10.1,9.9,21.0,38.1,7.6,17.3
U.S.,Providence R.I.,Wholesalers: Food and Grocery,Steven L. Spinner,https://www.unfi.com,Public,UNFI,23481.1,-285.0,492.2,19000,7181.0,1513.7,-1.2,-4.0,-18.8,-5.56,-270.6,0.0,0.0,-17.3,-35.3,-10.6
U.S.,Boise Idaho,Semiconductors and Other Electronic Components,Sanjay Mehrotra,https://www.micron.com,Public,MU,23406.0,6313.0,46778.5,37000,48887.0,35881.0,27.0,12.9,17.6,5.51,-52.1,16.8,0.0,69.5,9.0,17.7
U.S.,Thousand Oaks Calif.,Pharmaceuticals,Robert A. Bradway,https://www.amgen.com,Public,AMGN,23362.0,7842.0,119571.5,23400,59707.0,9673.0,33.6,13.1,81.1,12.88,2.1,14.0,11.1,27.5,11.5,17.9
U.S.,Bloomfield Hills Mich.,Automotive Retailing Services,Roger S. Penske,https://www.penskeautomotive.com,Public,PAG,23179.4,435.8,2264.9,26980,13942.7,2793.4,1.9,3.1,15.6,5.28,-4.5,10.7,20.3,28.9,3.2,15.0
U.S.,San Francisco Calif.,Financial Data Services,Alfred F. Kelly Jr.,https://www.visa.com,Public,V,22977.0,12080.0,316199.1,19500,72574.0,34684.0,52.6,16.6,34.8,0.0,0.0,0.0,0.0,43.3,24.3,24.9
U.S.,San Jose Calif.,Semiconductors and Other Electronic Components,Hock E. Tan,https://www.broadcom.com,Public,AVGO,22597.0,2724.0,94790.5,19000,67493.0,24941.0,12.1,4.0,10.9,6.43,-77.4,45.4,0.0,29.0,28.7,35.5
U.S.,Charlotte N.C.,Metals,Leon J. Topalian,https://www.nucor.com,Public,NUE,22588.9,1271.1,10846.8,26800,18344.7,10357.9,5.6,6.9,12.3,4.14,-44.2,13.3,0.0,11.8,5.8,5.1
U.S.,Foster City Calif.,Pharmaceuticals,Daniel P. O'Day,https://www.gilead.com,Public,GILD,22449.0,5386.0,94124.0,11800,61627.0,22525.0,24.0,8.7,23.9,4.22,1.2,-10.5,11.6,8.0,-4.6,13.1
U.S.,Dallas Texas,Airlines,Gary C. Kelly,https://www.southwest.com,Public,LUV,22428.0,2300.0,18420.9,60767,25895.0,9832.0,10.3,8.9,23.4,4.27,-0.5,21.1,41.8,17.7,6.0,17.6
U.S.,Houston Texas,Oil and Gas Equipment Services,Jeffrey A. Miller,https://www.halliburton.com,Public,HAL,22408.0,-1131.0,6027.4,55000,25377.0,8012.0,-5.0,-4.5,-14.1,-1.29,-168.3,0.0,0.0,-5.1,-7.2,-0.5
U.S.,Monroe La.,Telecommunications,Jeffrey K. Storey,https://www.centurylink.com,Public,CTL,22401.0,-5269.0,10307.1,42500,64742.0,13470.0,-23.5,-8.1,-39.1,-4.92,0.0,0.0,0.0,-5.5,-12.1,-2.1
U.S.,Memphis Tenn.,Packaging Containers,Mark S. Sutton,https://www.internationalpaper.com,Public,IP,22376.0,1225.0,12206.8,51000,33471.0,7713.0,5.5,3.7,15.9,3.07,-36.7,18.9,7.1,19.4,0.8,9.3
U.S.,Indianapolis Ind.,Pharmaceuticals,David A. Ricks,https://www.lilly.com,Public,LLY,22319.5,8318.4,132760.4,33625,39286.1,2606.9,37.3,21.2,319.1,8.89,184.0,31.9,8.5,16.1,16.6,17.9
U.S.,Columbus Ga.,Insurance: Life Health (stock),Daniel P. Amos,https://www.aflac.com,Public,AFL,22307.0,3304.0,24738.8,11729,152768.0,28959.0,14.8,2.2,11.4,4.43,17.5,6.4,10.8,18.6,14.2,11.3
U.S.,Miami Fla.,Homebuilders,Richard Beckwitt,https://www.lennar.com,Public,LEN,22259.6,1849.1,11590.8,10106,29359.5,15949.5,8.3,6.3,11.6,5.74,5.5,15.9,0.0,43.0,5.2,16.7
U.S.,Houston Texas,Mining Crude-Oil Production,Vicki A. Hollub,https://www.oxy.com,Public,OXY,21971.0,-667.0,10366.7,14400,109330.0,34232.0,-3.0,-0.6,-1.9,-1.22,-122.6,0.0,0.0,-28.8,-8.4,-2.9
U.S.,Omaha Neb.,Railroads,Lance M. Fritz,https://www.up.com,Public,UNP,21708.0,5919.0,97354.5,37483,61673.0,18128.0,27.3,9.6,32.7,8.38,5.9,7.8,16.2,33.7,11.2,21.4
U.S.,Camp Hill Pa.,Food & Drug Stores,Heyward Donigan,https://www.riteaid.com,Public,RAD,21674.4,-422.2,822.3,42645,7591.4,1186.7,-1.9,-5.6,-35.6,-7.99,-144.4,0.0,0.0,9.2,-36.5,-6.5
U.S.,Pittsburgh Pa.,Commercial Banks,William S. Demchak,https://www.pnc.com,Public,PNC,21624.0,5369.0,41037.7,50968,410295.0,49314.0,24.8,1.3,10.9,11.39,6.3,9.3,10.1,40.8,14.6,14.2
U.S.,Wilmington Del.,Chemicals,Edward D. Breen,https://www.dupont.com,Public,DD,21512.0,498.0,25213.1,35000,69396.0,40987.0,2.3,0.7,1.2,0.67,-86.5,-40.0,-3.5,-23.4,0.4,6.9
U.S.,Atlanta Ga.,Utilities: Gas and Electric,Thomas A. Fanning,https://www.southerncompany.com,Public,SO,21419.0,4739.0,57075.9,27943,118700.0,27505.0,22.1,4.0,17.2,4.5,107.4,15.6,8.1,51.5,10.4,11.8
U.S.,Fort Lauderdale Fla.,Automotive Retailing Services,Michael J. Jackson,https://www.autonation.com,Public,AN,21335.7,450.0,2510.7,25000,10543.3,3162.1,2.1,4.3,14.2,4.97,14.5,7.1,16.1,36.2,-4.2,9.8
U.S.,Tysons Va.,Information Technology Services,Michael J. Salvino,https://www.dxc.technology,Public,DXC,21184.0,1257.0,3311.1,130000,29574.0,11402.0,5.9,4.3,11.0,4.47,-26.0,0.0,0.0,-28.1,0.0,0.0
U.S.,Chicago Ill.,Food Services,Christopher J. Kempczinski,https://www.aboutmcdonalds.com,Public,MCD,21076.5,6025.4,123259.6,205000,47510.8,-8210.3,28.6,12.7,0.0,7.88,4.5,10.3,6.7,14.0,19.3,15.6
U.S.,Bethesda Md.,Hotels Casinos Resorts,Arne M. Sorenson,https://www.marriott.com,Public,MAR,20972.0,1273.0,24254.5,174000,25051.0,703.0,6.1,5.1,181.1,3.8,-29.4,8.4,0.0,41.4,15.7,20.9
U.S.,Milwaukee Wis.,Temporary Help,Jonas Prising,https://www.manpowergroup.com,Public,MAN,20863.5,465.7,3109.4,28000,9223.8,2743.0,2.2,5.0,17.0,7.72,-9.8,7.8,0.0,53.4,9.6,7.9
U.S.,New York N.Y.,Commercial Banks,Thomas P. Gibbons,https://www.bnymellon.com,Public,BK,20822.0,4441.0,29808.5,48400,381508.0,41483.0,21.3,1.2,10.7,4.51,11.6,16.0,0.0,9.5,6.4,8.1
U.S.,Hartford Conn.,Insurance: Property and Casualty (Stock),Christopher J. Swift,https://www.thehartford.com,Public,HIG,20740.0,2085.0,12624.8,19500,70817.0,16270.0,10.1,2.9,12.8,5.66,14.3,26.8,0.0,39.9,10.0,12.1
U.S.,Washington D.C.,Medical Products and Equipment,Thomas P. Joyce Jr.,https://www.danaher.com,Public,DHR,20521.2,3008.2,96457.3,60000,62081.6,30270.6,14.7,4.8,9.9,4.05,8.3,2.2,8.9,49.6,19.2,18.7
U.S.,Benton Harbor Mich.,Electronics Electrical Equip.,Marc R. Bitzer,https://www.whirlpoolcorp.com,Public,WHR,20419.0,1184.0,5377.8,77000,18881.0,3195.0,5.8,6.3,37.1,18.45,0.0,17.7,15.6,42.7,-2.7,8.9
U.S.,Los Angeles Calif.,Engineering Construction,Michael S. Burke,https://www.aecom.com,Public,ACM,20173.3,-261.1,4734.9,86000,14461.6,3690.6,-1.3,-1.8,-7.1,-1.66,-297.6,0.0,0.0,62.8,7.3,4.6
U.S.,Los Gatos Calif.,Entertainment,Reed Hastings/Ted Sarandos,https://www.netflix.com,Public,NFLX,20156.4,1866.9,164771.9,8600,33975.7,7582.2,9.3,5.5,24.6,4.13,54.1,46.3,30.7,20.9,46.0,45.0
U.S.,Menomonee Falls Wis.,General Merchandisers,Michelle D. Gass,https://www.kohls.com,Public,KSS,19974.0,691.0,2265.0,79500,14555.0,5450.0,3.5,4.7,12.7,4.37,-9.7,0.6,3.1,-19.2,0.7,2.6
U.S.,Southfield Mich.,Motor Vehicles & Parts,Raymond E. Scott,https://www.lear.com,Public,LEA,19810.3,753.6,4913.4,164100,12680.7,4349.7,3.8,5.9,17.3,12.75,-26.0,9.1,0.0,14.2,8.5,16.4
U.S.,Richmond Va.,Tobacco,William F. Gifford Jr.,https://www.altria.com,Public,MO,19796.0,-1293.0,71863.0,7300,49271.0,6222.0,-6.5,-2.6,-20.8,-0.7,-119.0,0.0,0.0,8.0,4.9,15.4
U.S.,Richmond Va.,Wholesalers: Food and Grocery,George L. Holm,https://www.pfgc.com,Public,PFGC,19743.5,166.8,2896.7,18000,4653.5,1298.2,0.8,3.6,12.8,1.59,-16.3,0.0,0.0,59.5,0.0,0.0
U.S.,Phoenix Ariz.,Wholesalers: Electronics and Office Equipment,William J. Amelio,https://www.avnet.com,Public,AVT,19518.6,176.3,2505.9,15500,8564.6,4140.5,0.9,2.1,4.3,1.59,0.0,-16.4,0.0,19.8,1.5,4.6
U.S.,Stamford Conn.,Diversified Financials,Margaret M. Keane,https://www.synchronyfinancial.com,Public,SYF,19461.0,3747.0,9870.8,16500,104826.0,15088.0,19.3,3.6,24.8,5.56,48.7,0.0,0.0,57.4,5.5,0.0
U.S.,Atlanta Ga.,Wholesalers: Diversified,Paul D. Donahue,https://www.genpt.com,Public,GPC,19392.3,621.1,9788.5,55000,14645.6,3674.7,3.2,4.2,16.9,4.24,-22.9,-1.7,5.4,13.9,2.8,14.2
U.S.,Juno Beach Fla.,Utilities: Gas and Electric,James L. Robo,https://www.nexteraenergy.com,Public,NEE,19204.0,3769.0,117655.0,14800,117691.0,37005.0,19.6,3.2,10.2,7.76,-44.1,6.7,6.9,42.6,21.2,20.2
U.S.,Richmond Va.,Automotive Retailing Services,William D. Nash,https://www.carmax.com,Public,KMX,19146.0,842.4,8795.0,25946,18717.9,3357.0,4.4,4.5,25.1,4.79,33.1,17.3,33.3,39.8,5.7,13.7
U.S.,Dallas Texas,Health Care: Medical Facilities,Ronald A. Rittenmeyer,https://www.tenethealth.com,Public,THC,18479.0,-232.0,1501.8,101104,23351.0,-371.0,-1.3,-1.0,0.0,-2.24,-309.3,0.0,0.0,121.9,-5.6,5.8
U.S.,Irving Texas,Household and Personal Products,Michael D. Hsu,https://www.kimberly-clark.com,Public,KMB,18450.0,2157.0,43662.5,40000,15283.0,-33.0,11.7,14.1,0.0,6.24,54.8,9.1,3.3,24.7,6.9,12.2
U.S.,St. Louis Mo.,Industrial Machinery,David N. Farr,https://www.emerson.com,Public,EMR,18372.0,2306.0,29154.2,88000,20497.0,8233.0,12.6,11.3,28.0,3.71,7.2,4.1,5.0,31.4,7.7,9.2
U.S.,Atlanta Ga.,Packaging Containers,Steven C. Voorhees,https://www.westrock.com,Public,WRK,18289.0,862.9,7304.0,51100,30156.7,11669.9,4.7,2.9,7.4,3.33,-54.6,0.2,1.5,19.4,-1.5,9.2
U.S.,Lincolnshire Ill.,Information Technology Services,Christine A. Leahy,https://www.cdw.com,Public,CDW,18032.4,736.8,13316.3,9900,7999.4,960.3,4.1,9.2,76.7,4.99,19.1,28.6,0.0,78.2,33.7,0.0
U.S.,Chicago Ill.,Real estate,Christian Ulbrich,https://www.jll.com,Public,JLL,17983.2,535.3,5207.1,93400,13672.6,5118.1,3.0,3.9,10.5,10.87,3.1,5.0,0.0,38.3,3.6,11.7
U.S.,Cleveland Ohio,Chemicals,John G. Morikis,https://www.sherwin-williams.com,Public,SHW,17900.8,1541.3,42185.8,61111,20496.2,4123.3,8.6,7.5,37.4,16.49,41.3,13.4,15.9,49.3,18.4,26.7
U.S.,Irving Texas,Engineering Construction,Carlos M. Hernandez,https://www.fluor.com,Public,FLR,17817.2,-1305.0,968.6,53349,7883.7,1559.5,-7.3,-16.6,-83.7,-9.32,-686.2,0.0,0.0,-39.6,-19.3,-7.0
U.S.,San Jose Calif.,Financial Data Services,Daniel H. Schulman,https://www.paypal.com,Public,PYPL,17772.0,2459.0,112298.8,23200,51333.0,16885.0,13.8,4.8,14.6,2.07,21.1,0.0,0.0,28.6,0.0,0.0
U.S.,Arlington Texas,Homebuilders,David V. Auld,https://www.drhorton.com,Public,DHI,17592.9,1618.5,12456.4,8916,15606.6,10020.9,9.2,10.4,16.2,4.29,12.6,23.4,0.0,54.2,17.2,18.4
U.S.,Dallas Texas,Petroleum Refining,Michael C. Jennings,https://www.hollyfrontier.com,Public,HFC,17486.6,772.4,3967.8,4074,12164.8,5978.2,4.4,6.3,12.9,4.61,-25.5,26.6,37.2,1.8,9.8,20.2
U.S.,Lake Forest Ill.,Motor Vehicles & Parts,Brian J. Kesseler,https://www.tenneco.com,Public,TEN,17450.0,-334.0,292.3,78000,13226.0,1425.0,-1.9,-2.5,-23.4,-4.12,-543.0,0.0,0.0,-52.2,-24.7,-2.6
U.S.,Houston Texas,Mining Crude-Oil Production,William R. Thomas,https://www.eogresources.com,Public,EOG,17380.0,2734.9,20907.4,2900,37124.6,21640.7,15.7,7.4,12.6,4.71,-20.0,-2.4,15.8,-2.8,-1.1,6.3
U.S.,Franklin Lakes N.J.,Medical Products and Equipment,Thomas E. Polan,https://www.bd.com,Public,BDX,17290.0,1233.0,62307.5,70093,51765.0,21079.0,7.1,2.4,5.8,3.94,556.7,-8.0,-2.3,22.2,16.0,15.3
U.S.,Radnor Pa.,Insurance: Life Health (stock),Dennis R. Glass,https://www.lfg.com,Public,LNC,17258.0,886.0,5142.2,11357,334761.0,19689.0,5.1,0.3,4.5,4.38,-40.8,-5.0,0.0,17.8,2.4,10.6
U.S.,San Francisco Calif.,Utilities: Gas and Electric,William Smith,https://www.pgecorp.com,Public,PCG,17129.0,-7656.0,4762.8,23000,85196.0,5136.0,-44.7,-9.0,-149.1,-14.5,0.0,0.0,0.0,-54.2,-25.8,-10.5
U.S.,San Francisco Calif.,Computer Software,Marc R. Benioff,https://www.salesforce.com,Public,CRM,17098.0,126.0,128862.1,49000,55126.0,33885.0,0.7,0.2,0.4,0.15,-89.5,0.0,-0.5,18.7,22.4,24.3
U.S.,Purchase N.Y.,Financial Data Services,Ajay Banga,https://www.mastercard.com,Public,MA,16883.0,8118.0,242794.1,18600,29236.0,5893.0,48.1,27.8,137.8,7.94,41.8,20.7,21.7,59.1,29.1,28.5
U.S.,Minneapolis Minn.,Food Consumer Products,Jeffrey L. Harmening,https://www.generalmills.com,Public,GIS,16865.2,1752.7,31986.0,40000,30111.2,7054.5,10.4,5.8,24.8,2.9,-20.3,0.5,4.3,43.0,3.7,7.7
U.S.,Long Beach Calif.,Health Care: Insurance and Managed Care,Joseph M. Zubretsky,https://www.molinahealthcare.com,Public,MOH,16829.0,737.0,8500.8,10000,6787.0,1960.0,4.4,10.9,37.6,11.47,8.1,54.8,30.6,16.8,20.4,24.4
U.S.,Teaneck N.J.,Information Technology Services,Brian Humphries,https://www.cognizant.com,Public,CTSH,16783.0,1842.0,25495.2,292500,16204.0,11022.0,11.0,11.4,16.7,3.29,-8.6,7.0,14.0,-1.1,3.9,10.9
U.S.,New York N.Y.,Diversified Financials,Daniel S. Glaser,https://www.mmc.com,Public,MMC,16652.0,1742.0,43567.0,76000,31357.0,7793.0,10.5,5.6,22.4,3.41,5.6,5.2,23.3,42.2,16.5,20.3
U.S.,Greenwich Conn.,Transportation and Logistics,Bradley S. Jacobs,https://www.xpo.com,Public,XPO,16648.0,419.0,4502.4,100000,14128.0,2743.0,2.5,3.0,15.3,3.57,24.0,0.0,33.4,39.7,14.3,31.6
U.S.,Richmond Va.,Utilities: Gas and Electric,Thomas F. Farrell II,https://www.dominionenergy.com,Public,D,16572.0,1358.0,60514.9,19100,103823.0,31994.0,8.2,1.3,4.2,1.62,-56.7,-6.3,-2.9,21.4,5.8,12.3
U.S.,San Jose Calif.,Computers Office Equipment,David V. Goeckeler,https://www.westerndigital.com,Public,WDC,16569.0,-754.0,12441.5,61800,26370.0,9967.0,-4.6,-2.9,-7.6,-2.58,-217.3,0.0,0.0,78.7,-7.7,5.7
U.S.,San Francisco Calif.,Specialty Retailers: Apparel,Sonia Syngal,https://www.gapinc.com,Public,GPS,16383.0,351.0,2614.0,129000,13679.0,3316.0,2.1,2.6,10.6,0.93,-64.1,-20.2,-5.2,-28.2,-12.9,1.0
U.S.,Philadelphia Pa.,Diversified Outsourcing Services,John J. Zillmer,https://www.aramark.com,Public,ARMK,16227.3,448.5,5037.8,233400,13736.3,3320.0,2.8,3.3,13.5,1.78,-20.5,23.1,0.0,51.6,8.1,0.0
U.S.,Des Moines Iowa,Insurance: Life Health (stock),Daniel J. Houston,https://www.principal.com,Public,PFG,16222.1,1394.2,8608.7,17601,276087.8,14618.0,8.6,0.5,9.5,4.96,-7.5,6.3,9.7,29.5,4.7,11.9
U.S.,Dublin Calif.,Specialty Retailers: Apparel,Barbara Rentler,https://www.rossstores.com,Public,ROST,16039.1,1660.9,30952.3,92500,9348.4,3359.2,10.4,17.8,49.4,4.6,8.0,15.8,17.9,41.3,21.0,28.3
U.S.,New York N.Y.,Household and Personal Products,Noel R. Wallace,https://www.colgatepalmolive.com,Public,CL,15693.0,2367.0,56900.2,34300,15034.0,117.0,15.1,15.7,2023.1,2.75,0.0,3.1,2.3,18.6,2.3,7.8
U.S.,Columbus Ohio,Utilities: Gas and Electric,Nicholas K. Akins,https://www.aep.com,Public,AEP,15561.4,1921.1,39576.7,17408,75892.3,19632.2,12.3,2.5,9.8,3.88,-0.5,3.0,2.7,30.4,13.1,15.0
U.S.,Seattle Wash.,General Merchandisers,Erik B. Nordstrom,https://www.nordstrom.com,Public,JWN,15524.0,496.0,2398.4,75000,9737.0,979.0,3.2,5.1,50.7,3.18,-4.2,-3.1,4.7,-8.6,-8.4,4.2
U.S.,Dallas Texas,Engineering Construction,Steven J. Demetriou,https://www.jacobs.com,Public,J,15463.6,848.0,10546.9,50000,11462.7,5714.7,5.5,7.4,14.8,6.08,419.7,19.6,6.6,54.9,15.6,9.4
U.S.,Houston Texas,[hotlink]Waste Management[/hotlink],James C. Fish Jr.,https://www.wm.com,Public,WM,15455.0,1670.0,39210.9,44900,27743.0,7068.0,10.8,6.0,23.6,3.91,-12.1,7.0,6.9,30.4,20.1,16.4
U.S.,Eden Prairie Minn.,Transportation and Logistics,Robert C. Biesterfeld Jr.,https://www.chrobinson.com,Public,CHRW,15309.5,577.0,8694.7,15427,4641.1,1670.7,3.8,12.4,34.5,4.19,-11.4,6.6,7.0,-4.7,3.2,5.2
U.S.,Pittsburgh Pa.,Chemicals,Michael H. McGarry,https://www.ppg.com,Public,PPG,15146.0,1243.0,19722.1,47600,17708.0,5284.0,8.2,7.0,23.5,5.22,-4.6,-7.0,17.8,32.8,4.5,18.6
U.S.,Norwalk Conn.,Internet Services and Retailing,Glenn D. Fogel,https://www.bookingholdings.com,Public,BKNG,15066.0,4865.0,55241.3,26400,21402.0,5933.0,32.3,22.7,82.0,111.82,34.3,19.6,27.5,19.2,12.5,25.1
U.S.,New York N.Y.,Advertising marketing,John D. Wren,https://www.omnicomgroup.com,Public,OMC,14953.7,1339.1,11906.0,70000,26783.4,2853.9,9.0,5.0,46.9,6.06,3.9,7.4,9.1,14.3,3.9,10.4
U.S.,New York N.Y.,Insurance: Property and Casualty (Stock),James S. Tisch,https://www.loews.com,Public,L,14931.0,932.0,10023.0,18605,82243.0,19119.0,6.2,1.1,4.9,3.07,54.3,14.6,9.0,15.9,5.1,4.4
U.S.,St. Paul Minn.,Chemicals,Douglas M. Baker Jr.,https://www.ecolab.com,Public,ECL,14906.3,1558.9,45060.8,50200,20869.1,8685.3,10.5,7.5,17.9,5.33,9.2,6.3,11.8,32.3,14.4,17.2
U.S.,Kalamazoo Mich.,Medical Products and Equipment,Kevin A. Lobo,https://www.stryker.com,Public,SYK,14884.0,2083.0,62405.1,40000,30167.0,12807.0,14.0,6.9,16.3,5.48,-41.3,32.5,7.1,35.4,18.8,16.9
U.S.,New York N.Y.,Household and Personal Products,Fabrizio Freda,https://www.elcompanies.com,Public,EL,14863.0,1785.0,57289.1,48000,13156.0,4386.0,12.0,13.6,40.7,4.82,63.4,9.5,24.2,60.3,23.6,25.3
U.S.,Akron Ohio,Motor Vehicles & Parts,Richard J. Kramer,https://www.goodyear.com,Public,GT,14745.0,-311.0,1354.2,63000,17185.0,4351.0,-2.1,-1.8,-7.1,-1.33,-146.0,0.0,0.0,-20.4,-9.7,2.1
U.S.,Charlotte N.C.,Commercial Banks,Kelly S. King,https://www.truist.com,Public,TFC,14664.0,3224.0,41479.8,59000,473078.0,66384.0,22.0,0.7,4.9,3.71,-5.1,6.2,12.4,34.5,10.9,11.4
U.S.,Santa Clara Calif.,Semiconductors and Other Electronic Components,Gary E. Dickerson,https://www.appliedmaterials.com,Public,AMAT,14608.0,2706.0,42076.7,22000,19024.0,8214.0,18.5,14.2,32.9,2.86,-11.5,26.9,0.0,89.8,21.5,18.3
U.S.,New York N.Y.,Securities,Laurence D. Fink,https://www.blackrock.com,Public,BLK,14539.0,4476.0,68119.5,16200,168622.0,33547.0,30.8,2.7,13.3,28.43,7.0,8.1,16.6,31.7,9.8,10.9
U.S.,New Britain Conn.,Home Equipment Furnishings,James M. Loree,https://www.stanleyblackanddecker.com,Public,SWK,14442.2,955.8,15402.5,59438,20596.6,9136.3,6.6,4.6,10.5,6.35,59.1,5.9,8.6,41.0,13.6,14.8
U.S.,Phoenix Ariz.,Mining,Richard C. Adkerson,https://www.fcx.com,Public,FCX,14402.0,-239.0,9794.1,27500,40809.0,9298.0,-1.7,-0.6,-2.6,-0.17,-109.6,0.0,0.0,29.6,-9.7,-8.2
U.S.,Dallas Texas,Semiconductors and Other Electronic Components,Richard K. Templeton,https://www.ti.com,Public,TXN,14383.0,5017.0,93303.2,29768,18018.0,8907.0,34.9,27.8,56.3,5.24,-6.3,15.3,16.4,39.7,22.3,20.2
U.S.,Cambridge Mass.,Pharmaceuticals,Michel Vounatsos,https://www.biogen.com,Public,BIIB,14377.9,5888.5,55070.4,7400,27234.3,13343.2,41.0,21.6,44.1,31.42,45.6,20.5,25.1,-1.4,-1.1,19.6
U.S.,Cleveland Ohio,Industrial Machinery,Thomas L. Williams,https://www.parker.com,Public,PH,14320.3,1512.4,16652.5,55610,17576.7,5962.0,10.6,8.6,25.4,11.48,46.6,10.8,13.9,40.6,11.9,16.4
U.S.,Chesterfield Mo.,Insurance: Life Health (stock),Anna Manning,https://www.rgare.com,Public,RGA,14300.0,870.0,5186.0,3188,76731.0,11601.0,6.1,1.1,7.5,13.62,23.8,6.8,9.4,18.3,14.9,14.7
U.S.,Pittsburgh Pa.,Aerospace & Defense,John C. Plant/Tolga Oal,https://www.howmet.com,Public,HWM,14192.0,470.0,7000.9,41700,17578.0,4607.0,3.3,2.7,10.2,1.03,-20.8,10.3,0.0,83.5,-0.8,-0.1
U.S.,Roseland N.J.,Diversified Outsourcing Services,Carlos A. Rodriguez,https://www.adp.com,Public,ADP,14175.2,2292.8,59012.2,58000,41887.7,5399.9,16.2,5.5,42.5,5.24,43.2,10.8,7.1,32.7,18.0,19.3
U.S.,San Francisco Calif.,Internet Services and Retailing,Dara Khosrowshahi,https://www.uber.com,Public,UBER,14147.0,-8506.0,48226.1,26900,31761.0,14190.0,-60.1,-26.8,-59.9,-6.81,0.0,0.0,0.0,0.0,0.0,0.0
U.S.,Glenview Ill.,Industrial Machinery,E. Scott Santi,https://www.itw.com,Public,ITW,14109.0,2521.0,45125.6,45000,15068.0,3026.0,17.9,16.7,83.3,7.74,1.8,1.2,15.1,45.8,16.3,16.9
U.S.,Denver Colo.,Health Care: Medical Facilities,Javier J. Rodriguez,https://www.davita.com,Public,DVA,14101.5,811.0,9553.1,65000,17311.4,2133.4,5.8,4.7,38.0,5.27,472.8,9.6,10.0,45.8,-0.2,9.8
U.S.,Riverwoods Ill.,Commercial Banks,Roger C. Hochschild,https://www.discover.com,Public,DFS,13989.0,2957.0,10923.5,17200,113996.0,11859.0,21.1,2.6,24.9,9.08,16.6,13.1,14.3,46.9,7.5,21.0
U.S.,Greenwood Village Colo.,Apparel,Steven E. Rendle,https://www.vfc.com,Public,VFC,13870.6,1259.8,21346.5,75000,10356.8,4298.5,9.1,12.2,29.3,3.15,92.1,5.8,11.8,51.8,9.8,21.9
U.S.,Wilmington Del.,Food Production,James C. Collins Jr.,https://www.corteva.com,Public,CTVA,13846.0,-959.0,17608.2,21000,42397.0,24309.0,-6.9,-2.3,-3.9,-1.28,0.0,0.0,0.0,0.0,0.0,0.0
U.S.,Las Vegas Nev.,Hotels Casinos Resorts,Sheldon G. Adelson,https://www.sands.com,Public,LVS,13739.0,2698.0,32433.7,50000,23199.0,5187.0,19.6,11.6,52.0,3.5,14.0,-0.1,0.0,39.5,8.9,21.1
U.S.,Providence R.I.,Aerospace & Defense,Scott C. Donnelly,https://www.textron.com,Public,TXT,13630.0,815.0,6071.3,35000,15018.0,5518.0,6.0,5.4,14.8,3.5,-27.5,10.4,0.0,-2.9,1.3,9.3
U.S.,Battle Creek Mich.,Food Consumer Products,Steven A. Cahillane,https://www.kelloggcompany.com,Public,K,13578.0,960.0,20546.5,31000,17564.0,2747.0,7.1,5.5,34.9,2.8,-26.9,9.9,-1.2,26.0,4.3,5.9
U.S.,Englewood Colo.,Internet Services and Retailing,Michael A. George,https://www.qurateretail.com,Public,QRTEA,13458.0,-456.0,2539.6,25314,17305.0,4840.0,-3.4,-2.6,-9.4,-1.08,-174.5,0.0,0.0,-56.8,-22.1,0.0
U.S.,Westlake Texas,Wholesalers: Food and Grocery,Scott E. McPherson,https://www.core-mark.com,Public,CORE,13329.2,57.7,1294.8,8555,1898.4,591.9,0.4,3.0,9.7,1.25,26.3,6.4,1.4,18.6,-1.4,13.8
U.S.,Franklin Tenn.,Health Care: Medical Facilities,Wayne T. Smith,https://www.chs.net,Public,CYH,13210.0,-675.0,393.6,71500,15609.0,-2218.0,-5.1,-4.3,0.0,-5.93,0.0,0.0,0.0,2.8,-42.1,-20.6
